Add component: Footprint Not Found HPM6754IVM2_BGA-289_14x14mm
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0805
Add component: Footprint Not Found RES: 0805
Add component: Footprint Not Found RES: 0805
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0805
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0805
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add component: Footprint Not Found RES: 0402
Add Pin To Net: Unknown Pin: Pin R22-1
Add Pin To Net: Unknown Pin: Pin R22-2
Add Pin To Net: Unknown Pin: Pin R23-1
Add Pin To Net: Unknown Pin: Pin R23-2
Add Pin To Net: Unknown Pin: Pin R24-1
Add Pin To Net: Unknown Pin: Pin R24-2
Add Pin To Net: Unknown Pin: Pin R25-1
Add Pin To Net: Unknown Pin: Pin R25-2
Add Pin To Net: Unknown Pin: Pin R26-1
Add Pin To Net: Unknown Pin: Pin R26-2
Add Pin To Net: Unknown Pin: Pin R27-1
Add Pin To Net: Unknown Pin: Pin R27-2
Add Pin To Net: Unknown Pin: Pin R28-1
Add Pin To Net: Unknown Pin: Pin R28-2
Add Pin To Net: Unknown Pin: Pin R29-1
Add Pin To Net: Unknown Pin: Pin R29-2
Add Pin To Net: Unknown Pin: Pin R30-1
Add Pin To Net: Unknown Pin: Pin R30-2
Add Pin To Net: Unknown Pin: Pin R31-1
Add Pin To Net: Unknown Pin: Pin R31-2
Add Pin To Net: Unknown Pin: Pin R32-1
Add Pin To Net: Unknown Pin: Pin R32-2
Add Pin To Net: Unknown Pin: Pin R33-1
Add Pin To Net: Unknown Pin: Pin R33-2
Add Pin To Net: Unknown Pin: Pin R34-1
Add Pin To Net: Unknown Pin: Pin R34-2
Add Pin To Net: Unknown Pin: Pin R35-1
Add Pin To Net: Unknown Pin: Pin R35-2
Add Pin To Net: Unknown Pin: Pin R36-1
Add Pin To Net: Unknown Pin: Pin R36-2
Add Pin To Net: Unknown Pin: Pin R37-1
Add Pin To Net: Unknown Pin: Pin R37-2
Add Pin To Net: Unknown Pin: Pin R38-1
Add Pin To Net: Unknown Pin: Pin R38-2
Add Pin To Net: Unknown Pin: Pin R39-1
Add Pin To Net: Unknown Pin: Pin R39-2
Add Pin To Net: Unknown Pin: Pin R40-1
Add Pin To Net: Unknown Pin: Pin R40-2
Add Pin To Net: Unknown Pin: Pin R41-1
Add Pin To Net: Unknown Pin: Pin R41-2
Add Pin To Net: Unknown Pin: Pin R42-1
Add Pin To Net: Unknown Pin: Pin R42-2
Add Pin To Net: Unknown Pin: Pin R43-1
Add Pin To Net: Unknown Pin: Pin R43-2
Add Pin To Net: Unknown Pin: Pin R48-1
Add Pin To Net: Unknown Pin: Pin R48-2
Add Pin To Net: Unknown Pin: Pin R49-1
Add Pin To Net: Unknown Pin: Pin R49-2
Add Pin To Net: Unknown Pin: Pin R50-1
Add Pin To Net: Unknown Pin: Pin R50-2
Add Pin To Net: Unknown Pin: Pin R51-1
Add Pin To Net: Unknown Pin: Pin R51-2
Add Pin To Net: Unknown Pin: Pin R52-1
Add Pin To Net: Unknown Pin: Pin R52-2
Add Pin To Net: Unknown Pin: Pin R53-1
Add Pin To Net: Unknown Pin: Pin R53-2
Add Pin To Net: Unknown Pin: Pin R54-1
Add Pin To Net: Unknown Pin: Pin R54-2
Add Pin To Net: Unknown Pin: Pin R55-1
Add Pin To Net: Unknown Pin: Pin R55-2
Add Pin To Net: Unknown Pin: Pin R56-1
Add Pin To Net: Unknown Pin: Pin R56-2
Add Pin To Net: Unknown Pin: Pin R57-1
Add Pin To Net: Unknown Pin: Pin R57-2
Add Pin To Net: Unknown Pin: Pin R58-1
Add Pin To Net: Unknown Pin: Pin R58-2
Add Pin To Net: Unknown Pin: Pin R59-1
Add Pin To Net: Unknown Pin: Pin R59-2
Add Pin To Net: Unknown Pin: Pin R60-1
Add Pin To Net: Unknown Pin: Pin R60-2
Add Pin To Net: Unknown Pin: Pin R61-1
Add Pin To Net: Unknown Pin: Pin R61-2
Add Pin To Net: Unknown Pin: Pin R63-1
Add Pin To Net: Unknown Pin: Pin R63-2
Add Pin To Net: Unknown Pin: Pin R67-1
Add Pin To Net: Unknown Pin: Pin R67-2
Add Pin To Net: Unknown Pin: Pin R68-1
Add Pin To Net: Unknown Pin: Pin R68-2
Add Pin To Net: Unknown Pin: Pin R69-1
Add Pin To Net: Unknown Pin: Pin R69-2
Add Pin To Net: Unknown Pin: Pin R70-1
Add Pin To Net: Unknown Pin: Pin R70-2
Add Pin To Net: Unknown Pin: Pin R71-1
Add Pin To Net: Unknown Pin: Pin R71-2
Add Pin To Net: Unknown Pin: Pin R72-1
Add Pin To Net: Unknown Pin: Pin R72-2
Add Pin To Net: Unknown Pin: Pin R73-1
Add Pin To Net: Unknown Pin: Pin R73-2
Add Pin To Net: Unknown Pin: Pin R74-1
Add Pin To Net: Unknown Pin: Pin R74-2
Add Pin To Net: Unknown Pin: Pin R75-1
Add Pin To Net: Unknown Pin: Pin R75-2
Add Pin To Net: Unknown Pin: Pin R76-1
Add Pin To Net: Unknown Pin: Pin R76-2
Add Pin To Net: Unknown Pin: Pin R77-1
Add Pin To Net: Unknown Pin: Pin R77-2
Add Pin To Net: Unknown Pin: Pin R78-1
Add Pin To Net: Unknown Pin: Pin R78-2
Add Pin To Net: Unknown Pin: Pin R79-1
Add Pin To Net: Unknown Pin: Pin R79-2
Add Pin To Net: Unknown Pin: Pin R80-1
Add Pin To Net: Unknown Pin: Pin R80-2
Add Pin To Net: Unknown Pin: Pin R81-1
Add Pin To Net: Unknown Pin: Pin R81-2
Add Pin To Net: Unknown Pin: Pin R82-1
Add Pin To Net: Unknown Pin: Pin R82-2
Add Class Member: Failed to add class member : Component D4 HPM6754IVM2
Add Class Member: Failed to add class member : Component R1 Resistor, 470k, ±1%, 0402
Add Class Member: Failed to add class member : Component R2 Resistor, 118k, ±1%, 0402
Add Class Member: Failed to add class member : Component R3 Resistor, 28,7k, ±1%, 0402
Add Class Member: Failed to add class member : Component R4 Resistor, 267k, ±1%, 0402
Add Class Member: Failed to add class member : Component R5 Resistor, 124k, ±1%, 0402
Add Class Member: Failed to add class member : Component R6 Resistor, 10k, ±1%, 0402
Add Class Member: Failed to add class member : Component R7 Resistor, 470k, ±1%, 0402
Add Class Member: Failed to add class member : Component R8 Resistor, 118k, ±1%, 0402
Add Class Member: Failed to add class member : Component R9 Resistor, 28,7k, ±1%, 0402
Add Class Member: Failed to add class member : Component R10 Resistor, 267k, ±1%, 0402
Add Class Member: Failed to add class member : Component R11 Resistor, 124k, ±1%, 0402
Add Class Member: Failed to add class member : Component R12 Resistor, 10k, ±1%, 0402
Add Class Member: Failed to add class member : Component R13 Resistor, 10k, ±1%, 0402
Add Class Member: Failed to add class member : Component R14 Resistor, 10k, ±1%, 0402
Add Class Member: Failed to add class member : Component R17 Resistor, 10k, ±1%, 0402
Add Class Member: Failed to add class member : Component R19 Resistor, 0, ±1%, 0805
Add Class Member: Failed to add class member : Component R20 Resistor, 0, ±1%, 0805
Add Class Member: Failed to add class member : Component R21 Resistor, 0, ±1%, 0805
Add Class Member: Failed to add class member : Component R22 Resistor, 1k, ±1%, 0402
Add Class Member: Failed to add class member : Component R23 Resistor, 0, ±1%, 0805
Add Class Member: Failed to add class member : Component R24 Resistor, 5,1k, ±1%, 0402
Add Class Member: Failed to add class member : Component R25 Resistor, 1k, ±1%, 0402
Add Class Member: Failed to add class member : Component R26 Resistor, 5,1k, ±1%, 0402
Add Class Member: Failed to add class member : Component R27 Resistor, 1k, ±1%, 0402
Add Class Member: Failed to add class member : Component R28 Resistor, 100, ±1%, 0402
Add Class Member: Failed to add class member : Component R29 Resistor, 1k, ±1%, 0402
Add Class Member: Failed to add class member : Component R30 Resistor, 100, ±1%, 0805
Add Class Member: Failed to add class member : Component R31 Resistor, 10k, ±1%, 0402
Add Class Member: Failed to add class member : Component R32 Resistor, 30,9k, ±1%, 0402
Add Class Member: Failed to add class member : Component R33 Resistor, 10k, ±1%, 0402
Add Class Member: Failed to add class member : Component R34 Resistor, 10k, ±1%, 0402
Add Class Member: Failed to add class member : Component R35 Resistor, 10k, ±1%, 0402
Add Class Member: Failed to add class member : Component R36 Resistor, 10k, ±1%, 0402
Add Class Member: Failed to add class member : Component R37 Resistor, 2M, ±1%, 0402
Add Class Member: Failed to add class member : Component R38 Resistor, 5,1k, ±1%, 0402
Add Class Member: Failed to add class member : Component R39 Resistor, 5,1k, ±1%, 0402
Add Class Member: Failed to add class member : Component R40 Resistor, 1k, ±1%, 0402
Add Class Member: Failed to add class member : Component R41 Resistor, 10k, ±1%, 0402
Add Class Member: Failed to add class member : Component R42 Resistor, 130, ±1%, 0402
Add Class Member: Failed to add class member : Component R43 Resistor, 1k, ±1%, 0402
Add Class Member: Failed to add class member : Component R48 Resistor, 10k, ±1%, 0402
Add Class Member: Failed to add class member : Component R49 Resistor, 22k, ±1%, 0402
Add Class Member: Failed to add class member : Component R50 Resistor, 10k, ±1%, 0402
Add Class Member: Failed to add class member : Component R51 Resistor, 1k, ±1%, 0402
Add Class Member: Failed to add class member : Component R52 Resistor, 1k, ±1%, 0402
Add Class Member: Failed to add class member : Component R53 Resistor, 1k, ±1%, 0402
Add Class Member: Failed to add class member : Component R54 Resistor, 1k, ±1%, 0402
Add Class Member: Failed to add class member : Component R55 Resistor, 1k, ±1%, 0402
Add Class Member: Failed to add class member : Component R56 Resistor, 1k, ±1%, 0402
Add Class Member: Failed to add class member : Component R57 Resistor, 1k, ±1%, 0402
Add Class Member: Failed to add class member : Component R58 Resistor, 1k, ±1%, 0402
Add Class Member: Failed to add class member : Component R59 Resistor, 130, ±1%, 0402
Add Class Member: Failed to add class member : Component R60 Resistor, 130, ±1%, 0402
Add Class Member: Failed to add class member : Component R61 Resistor, 130, ±1%, 0402
Add Class Member: Failed to add class member : Component R63 Resistor, 130, ±1%, 0402
Add Class Member: Failed to add class member : Component R67 Resistor, 5,1k, ±1%, 0402
Add Class Member: Failed to add class member : Component R68 Resistor, 1k, ±1%, 0402
Add Class Member: Failed to add class member : Component R69 Resistor, 10k, ±1%, 0402
Add Class Member: Failed to add class member : Component R70 Resistor, 5,1k, ±1%, 0402
Add Class Member: Failed to add class member : Component R71 Resistor, 1k, ±1%, 0402
Add Class Member: Failed to add class member : Component R72 Resistor, 10k, ±1%, 0402
Add Class Member: Failed to add class member : Component R73 Resistor, 10k, ±1%, 0402
Add Class Member: Failed to add class member : Component R74 Resistor, 24,9k, ±1%, 0402
Add Class Member: Failed to add class member : Component R75 Resistor, 10k, ±1%, 0402
Add Class Member: Failed to add class member : Component R76 Resistor, 5,1k, ±1%, 0402
Add Class Member: Failed to add class member : Component R77 Resistor, 5,1k, ±1%, 0402
Add Class Member: Failed to add class member : Component R78 Resistor, 130, ±1%, 0402
Add Class Member: Failed to add class member : Component R79 Resistor, 10k, ±1%, 0402
Add Class Member: Failed to add class member : Component R80 Resistor, 10k, ±1%, 0402
Add Class Member: Failed to add class member : Component R81 Resistor, 8,87k, ±1%, 0402
Add Class Member: Failed to add class member : Component R82 Resistor, 10k, ±1%, 0402
